identity,created_at,content_auth,reposts_count,attitudes_count,comments_count,text
4279389812783702,09-01,0,179,3849,662,#电视剧香蜜沉沉烬如霜# 不多说 接刀吧 查看图片
4279365069673976,09-01,0,478,7743,2961,#电视剧香蜜沉沉烬如霜#独自倚栏，待得冷颜瘦。心依旧，泪沾衣袖，遥问伊知否？今晚19:30@江苏卫视@江苏卫视幸福剧场 等你~@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@夏志远远 @完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业@完美世界刘宁工作室 
4279229891654595,09-01,0,110,6914,1952,#电视剧香蜜沉沉烬如霜# 这话一点醋味都没有，一点都没有 查看图片
4279229581234049,09-01,0,172,11663,1228,#电视剧香蜜沉沉烬如霜# 红红，明天靠你了[米奇比心]
4279206533883061,08-31,0,313,9493,1986,#电视剧香蜜沉沉烬如霜# 【晚安情话】今后，你若再说一句爱我之谬言，我便立刻杀了你！说一次，剐一次！@杨紫@邓伦 
4279203467866007,08-31,0,53,2588,585,#电视剧香蜜沉沉烬如霜#【香老板补档社】@腾讯电视剧第55集:香蜜沉沉烬如霜_55第56集:香蜜沉沉烬如霜_56@爱奇艺电视剧第55集：香蜜沉沉烬如霜第55集第56集：香蜜沉沉烬如霜第56集@优酷剧集第55集：香蜜沉沉烬如霜 55第56集：香蜜沉沉烬如霜 56 
4279195460960505,08-31,0,2532,28313,7018,#电视剧香蜜沉沉烬如霜# 属于你们的70w粉丝福利[米奇比心]扛住虐，我们能稳🙏👌 
4279195200221821,08-31,0,357,9048,1555,#电视剧香蜜沉沉烬如霜# #今天锦觅笑了吗# 笑了@杨紫 
4279189484207108,08-31,0,1155,15066,5898,#电视剧香蜜沉沉烬如霜# #锦觅表白旭凤# “凤凰，我便赠你一瓣真身，许你一刻的春华秋实。”“我的寰谛凤翎只此一支，将它留给你，你还不能明了我的心意吗？” 再心爱之物，若失去心爱之人又有何意义？@杨紫@邓伦 
4279189160965836,08-31,0,285,5622,1150,#都来品香蜜# 连翘@夏一瑶Charlotte 看到话本上喜欢上一个人的表现，怀疑自己喜欢上了彦佑@廖劲锋Daniel ，进而对其大胆表白，没想到却被婉拒了首次表白就失败，求问连翘的心理阴影面积#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4279186975539230,08-31,0,545,7882,1599,#都来品香蜜# #锦觅表白旭凤#  一手之隔，咫尺天涯。@杨紫@邓伦 #电视剧香蜜沉沉烬如霜# 
4279186581301576,08-31,0,1470,8300,1813,#都来品香蜜# #锦觅表白旭凤# 又一虐心名场面来袭！旭凤@邓伦 把春华秋实还给锦觅@杨紫 “凤凰，我是爱你的，我爱你！”“我记得清清楚楚，临死之时，水神赠我的两个字，从未！旭凤至今奉为金科玉律，铭记于心，一刻都不敢忘记！”@杨紫@邓伦 电视剧香蜜沉沉烬如霜的秒拍视频 
4279185893463495,08-31,0,92,6080,447,#电视剧香蜜沉沉烬如霜# 懂的人都懂的，无需多言了@王一菲Faye
4279184115554264,08-31,0,222,11086,1184,#电视剧香蜜沉沉烬如霜##锦觅表白旭凤#  所以凤翎还在是吗
4279182697600449,08-31,0,623,7513,2027,#都来品香蜜# 锦觅@杨紫 到魔界见旭凤@邓伦 ，再度向他道歉，希望他相信穗禾才是真正的凶手，却遭到了旭凤的拒绝。好虐救心丸不够用了#电视剧香蜜沉沉烬如霜# #锦觅表白旭凤# 电视剧香蜜沉沉烬如霜的秒拍视频 
4279175789085684,08-31,0,240,7525,1770,#都来品香蜜##彦佑喜欢穗禾#  彦佑@廖劲锋Daniel 回忆自己与穗禾@王一菲Faye 的往事，原来一向风流成性的彦佑君，居然曾经对穗禾情根深种，这一片错付的痴心也是真真叫人感叹呀~看来每个看似没心没肺的人背后，都有一段伤心往事哪#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4279172379654055,08-31,0,152,5452,862,#都来品香蜜# 锦觅@杨紫 终于醒来，得知扑哧君@廖劲锋Daniel 终于获救松了一口气。老胡@宁文彤 发现锦觅的眼睛已经不辨颜色，心中难过。懂事的小锦觅还安慰他，并让他千万不要告诉长芳主@彭杨 成长的锦觅真是让人又欣慰又心疼#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4279170684682717,08-31,0,809,6469,1942,#都来品香蜜#  前方高高高虐现场！备好救心丸观看！锦觅@杨紫 在九婴洞遇见穗禾@王一菲Faye ，知晓穗禾才是杀害父亲的真凶！在她准备报仇之际，却被赶来的旭凤@邓伦 制止......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4279168570899954,08-31,0,163,4699,695,#都来品香蜜# 彦佑@廖劲锋Daniel 重伤，锦觅@杨紫 为救好友，在老胡@宁文彤 的帮助下，只身前往九婴洞寻找内丹，救彦佑性命。今天也是最勇敢的小葡萄没错了！希望能顺顺利利拿到呀~#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4279157456070604,08-31,0,35,5202,1332,#电视剧香蜜沉沉烬如霜# 坐等和鎏英公举一起看香蜜啦~[给你小心心]
4279150724053277,08-31,0,104,5731,995,#电视剧香蜜沉沉烬如霜# 睡荷，恐怕今晚没人护你了
4279138586579326,08-31,0,67,3621,1000,#电视剧香蜜沉沉烬如霜# 【香香剧透社】又要搞事情？！野心勃勃的固城王抓住了暮辞@邹廷威 ，逼迫其再造一支灭灵箭。他的阴谋会否成功呢？今晚19:30@江苏卫视 @江苏卫视幸福剧场 等你！ 
4279119598764148,08-31,0,515,7839,909,#电视剧香蜜沉沉烬如霜# #心疼锦觅# 无数次为锦觅@杨紫 的神仙演技感动最敬业的态度，最精湛的演技，你是六界最闪耀的小仙子[给你小心心]
4279090887823804,08-31,0,103,6320,1126,#电视剧香蜜沉沉烬如霜# 【六界神器】证据 
4279083208468346,08-31,0,467,9745,1780,#电视剧香蜜沉沉烬如霜# #今天被香蜜捅刀了吗# 捅了，但是还能从玻璃渣里面捡糖吃 
4279047984826342,08-31,0,462,10490,1947,#电视剧香蜜沉沉烬如霜# #香香探蜜记# 忙碌的魇兽了解一下！万万没想到，整个片场最忙不过来的居然是它辛苦了 电视剧香蜜沉沉烬如霜的秒拍视频 
4279019496610602,08-31,0,98,7629,905,#电视剧香蜜沉沉烬如霜# 突然感性的睡荷给你一个拥抱但是穗禾香香还是要继续劝你善良的
4279002686119758,08-31,0,564,7332,3291,#电视剧香蜜沉沉烬如霜# #锦觅表白旭凤#风波不信菱枝弱，月露谁教桂叶香？直道相思了无益，未妨惆怅是清狂。今晚19:30@江苏卫视@江苏卫视幸福剧场 ，春华秋实美景不再！@杨紫@邓伦@陈钰琪Yukee@邹廷威@宁文彤@夏一瑶Charlotte@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视 ...全文
4278844137060559,08-30,0,686,13381,3516,#电视剧香蜜沉沉烬如霜# 【晚安情话】我痛恨我自己，为了你心软到连性命、尊严都可以舍弃！@杨紫@邓伦 
4278841096765247,08-30,0,133,5818,416,#电视剧香蜜沉沉烬如霜# 看极光方法秒get☑️//@鲲池影业李鲲:漠河你认输了嘛？让地球人知道，大漠河也有极光，看极光不一定需要去挪威，还可以看看#电视剧香蜜沉沉烬如霜# 或者去漠河#香蜜版漠河极光#@中国漠河旅游  @电视剧香蜜沉沉烬如霜 @Andy-LiuNing @鲲池影业
4278840513459721,08-30,0,54,2391,369,#电视剧香蜜沉沉烬如霜# 【香老板补档社】@腾讯电视剧 第53集：香蜜沉沉烬如霜_53第54集：香蜜沉沉烬如霜_54@爱奇艺电视剧  第53集：香蜜沉沉烬如霜第1集第54集：香蜜沉沉烬如霜第54集@优酷剧集 第53集：香蜜沉沉烬如霜 53第54集：香蜜沉沉烬如霜 54 
4278837900905328,08-30,0,183,8449,1168,#电视剧香蜜沉沉烬如霜# 小葡萄 你要虐死香香吗 查看图片
4278832816867411,08-30,0,334,9576,1706,#电视剧香蜜沉沉烬如霜# #今天锦觅笑了吗# 笑了@杨紫 
4278831843567178,08-30,0,136,7129,715,#电视剧香蜜沉沉烬如霜# 灵魂画手🐍 查看图片
4278829042086919,08-30,0,2402,20244,5883,#电视剧香蜜沉沉烬如霜# #香香探蜜记#  一场虐戏，私底下拍摄情况居然是这样？小葡萄@杨紫 凤凰@邓伦 你们先别抖，睡荷@王一菲Faye 会害怕 电视剧香蜜沉沉烬如霜的秒拍视频 
4278824135059724,08-30,0,1494,19833,9007,"#电视剧香蜜沉沉烬如霜# #锦觅表白旭凤# 原来这东西是上好的兵器，伤人不能，伤己，一击即中。
今晚19:30@江苏卫视@江苏卫视幸福剧场   春华秋实美景永不再！@杨紫@邓伦 "
4278823254264788,08-30,0,141,5712,1488,#电视剧香蜜沉沉烬如霜# 彦佑@廖劲锋Daniel 重伤，锦觅@杨紫 询问老胡@宁文彤 有何解救办法。老胡指出上古邪兽九婴的内丹精妙无比，可以治好内伤。看来，锦觅为了好友又要冒险一次啦！[加油]#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278820980883737,08-30,0,1446,11712,4241,#都来品香蜜#旭凤@邓伦 喝醉在床，锦觅@杨紫 最终还是忍不住偷偷来看喝醉的旭凤@邓伦。两人意乱情迷之际，旭凤口中却念出穗禾@王一菲Faye 的名字，心碎的锦觅仓皇逃离。“凤凰，你就这么恨我吗？你这么恨我，我却好想你......我每天都在想你，我真的好想好想你......&quot;#电视剧香蜜沉沉烬如霜#  ...全文
4278820293182826,08-30,0,549,7325,1529,#都来品香蜜# 穗禾@王一菲Faye 举办生日宴，锦觅@杨紫 化成兔子偷偷看旭凤@邓伦 ，却被殿中侍女发现，情急之下，张口咬了旭凤。“未必只有猛虎才会咬人，这兔子咬人才更让人猝不及防，不是吗？”#电视剧香蜜沉沉烬如霜# 所以，的秘密，到底尊上是知道还是不知道呢 电视剧香蜜沉沉烬如霜的秒拍视频 
4278817793073809,08-30,0,197,5338,1324,#都来品香蜜# 穗禾@王一菲Faye 再次质疑自己在旭凤@邓伦 心中的分量。“你是不是还忘不了锦觅？”“别在我面前提她！”爱之深，恨之切，莫要自欺欺人哪#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278816061256936,08-30,0,167,4160,792,#都来品香蜜# 鎏英@陈钰琪Yukee 与暮辞@邹廷威 历经磨难，终于定情，二人互诉衷肠，承诺不论今后剩下多少时光，都要携手共同度过。这一对也是很不容易了， 希望能有情人终成眷属哇#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278814345478136,08-30,0,60,3963,457,#电视剧香蜜沉沉烬如霜# 睡荷要不你还是专注事业吧
4278810088244157,08-30,0,535,8433,2819,#都来品香蜜# #电视剧香蜜沉沉烬如霜# “再给我一次机会，如果你开花，我就再去找他；如果你不开花，那我此生便永不再见他！”情到深处，总有无数的机会为你而生。想帮锦觅@杨紫 擦干眼泪 
4278809652214912,08-30,0,556,6645,1605,#都来品香蜜# 锦觅@杨紫 偷偷来到魔界看旭凤@邓伦 ，亲眼目睹了已成魔尊的旭凤对着葡萄大发雷霆，心中十分难过，认定凤凰已经恨透了自己。“凤凰，你果然恨透了我......&quot;不是这样子的！#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278809001576945,08-30,0,135,4084,501,#都来品香蜜# 扑哧君@廖劲锋Daniel 眼看锦觅@杨紫 一直被软禁，请求月下仙人@夏志远远 帮助锦觅逃离结界。锦觅对狐狸仙的多次帮助郑重道谢口硬心软的狐狸仙啊，就知道你对我们小锦觅最好啦[给你小心心]#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278806648475510,08-30,0,400,6292,1648,#都来品香蜜# 旭凤@邓伦 在修炼过程中居然出现了寒气反噬的情况，而且还非常严重到底这是怎么回事呢......#电视剧香蜜沉沉烬如霜# #旭凤成魔# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278805760222771,08-30,0,189,4222,653,#都来品香蜜# 扑哧君@廖劲锋Daniel 看望被软禁的锦觅@杨紫 ，告知锦觅旭凤@邓伦 已成为魔尊，并为她带去了魔界畅销的魔尊画册。“只要他能平安就好。”只能日日看着画册思念心上人的锦觅，真的很让人心疼了#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278804459087035,08-30,0,6052,5657,1407,#都来品香蜜# #旭凤成魔#天佑魔界，尊上万安！接过陨魔杵，旭凤@邓伦 正式承魔尊之位！#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278801179298772,08-30,0,222,4064,1794,#都来品香蜜# 天帝天后相继离去，自己又被削去神籍，旭凤@邓伦 无家可归，向卞城王表示自己决意入魔，要与润玉@罗云熙Leo 一决高下！#旭凤成魔# #电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278793503246892,08-30,0,87,3675,528,#电视剧香蜜沉沉烬如霜# 生生世世，希望你们永不分离
4278777745996999,08-30,0,218,5139,780,#电视剧香蜜沉沉烬如霜# #旭凤成魔# 是的，就是他  查看图片
4278776193642436,08-30,0,176,5390,1490,#电视剧香蜜沉沉烬如霜# 【香香剧透社】旭凤@邓伦 为帮穗禾@王一菲Faye 夺回鸟族族长之位，取下隐雀长老的性命。今晚19:30@江苏卫视@江苏卫视幸福剧场 等你~ 
4278719017234444,08-30,0,171,8028,1201,#电视剧香蜜沉沉烬如霜# #灵修夫妇#  #今天被香蜜捅刀了吗# 继续捅。 
4278715799695596,08-30,0,83,5103,774,#电视剧香蜜沉沉烬如霜# 【六界神器】锦觅@杨紫 千辛万苦得来的复活神器 
4278699069753760,08-30,0,267,8236,1133,#电视剧香蜜沉沉烬如霜# 欠的，要还；爱的，要争取！恩怨分明，坦荡直接，掺不得半点算计实力点赞今天也是希望锦觅@杨紫 能重现笑容的一天 
4278685600997382,08-30,0,399,10101,1063,#电视剧香蜜沉沉烬如霜# #香香探蜜记# 一部有特效的电视剧，必不可少的存在就是我们的小绿人儿了！他们存在于拍摄时期的每一个角落，为你们的敬业点赞[加油] 电视剧香蜜沉沉烬如霜的秒拍视频 
4278663468400442,08-30,0,309,4378,569,#电视剧香蜜沉沉烬如霜# 精致的服化道特辑来啦！一秒做精致的香蜜女孩get☑️
4278640302669962,08-30,0,570,8544,2224,"#电视剧香蜜沉沉烬如霜#年年今夜，月华如练，长是人千里。愁肠已断无由醉，酒未到，先成泪。
今晚19:30@江苏卫视@江苏卫视幸福剧场 ，小白兔入魔界~@杨紫@邓伦@王一菲Faye@夏志远远@宁文彤@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业@完美世界刘宁工作室 "
4278506886738416,08-30,0,77,8018,607,#电视剧香蜜沉沉烬如霜# 睡荷 你在暗示什么 查看图片
4278506651324268,08-30,0,160,7609,470,#电视剧香蜜沉沉烬如霜# 试问谁不想要扑哧君这样的好盆友🐍 查看图片
4278489559434791,08-29,0,174,7058,1125,#香蜜沉沉烬如霜 春华秋实# #电视剧香蜜沉沉烬如霜# 又浪漫又虐的定情信物不允许没姓名
4278481753302713,08-29,0,292,8247,1376,#电视剧香蜜沉沉烬如霜# 【晚安情话】晚安[给你小心心]@杨紫 @邓伦 
4278477446352296,08-29,0,69,2410,515,#电视剧香蜜沉沉烬如霜# 【香老板补档社】@腾讯电视剧 第51集：香蜜沉沉烬如霜_51第52集：香蜜沉沉烬如霜_52@爱奇艺电视剧  第51集：香蜜沉沉烬如霜第51集第52集：香蜜沉沉烬如霜第51集@优酷剧集 第51集：香蜜沉沉烬如霜 51第52集：香蜜沉沉烬如霜 52 
4278466658530432,08-29,0,653,11193,2585,#电视剧香蜜沉沉烬如霜# #香香探蜜记#  号外！惊现野生的名侦探锦觅@杨紫 一只~这个破案的节奏也太欢脱了吧，说好的冷静理智如你呢 电视剧香蜜沉沉烬如霜的秒拍视频 
4278460694654302,08-29,0,3047,25567,9464,#电视剧香蜜沉沉烬如霜# #旭凤成魔# 一朝入魔，命运轮盘，从此改写！今晚，有只小白兔要跳进魔界@杨紫@邓伦 
4278459834805077,08-29,0,563,8322,2208,#都来品香蜜# 锦觅@杨紫 被润玉@罗云熙Leo 软禁，彦佑@廖劲锋Daniel 看望锦觅，为她带来了旭凤@邓伦 被削去神籍的消息。锦觅黯然神伤，独自感叹过去无忧无虑的时光，可时光难再回，往事不可追小葡萄的笑容要何时才能回来呢#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278458181807981,08-29,0,298,7091,3188,#都来品香蜜#  锦觅@杨紫 长跪润玉@罗云熙Leo ，央求润玉放过旭凤@邓伦，最后更体力不支晕倒。好心疼#电视剧香蜜沉沉烬如霜# #锦觅旭凤重逢# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278456403702539,08-29,0,365,6453,1428,#都来品香蜜# 旭凤@邓伦 回到魔界垒了一座土坟祭拜父母，更自责虽然他们都有不可饶恕的过错，但自己也有一定的责任。暮辞@邹廷威 劝解旭凤，可一夕之间失去父母的打击旁人实在无从得知，心疼旭凤“吾心安处，即是吾乡。”这句话说起来容易，做起来却难啊#电视剧香蜜沉沉烬如霜 ...全文
4278453593916760,08-29,0,885,7959,2400,#都来品香蜜#  旭凤在天界@邓伦 被自己曾经一手提拔起来的将领围攻，心念旧情，不欲动手，曾经的旧部皆看在往日情分之上，放过了旭凤。旭凤深受触动，与众兄弟约好，他日战场相见，不必手下留情，割袍断义，情尽于此！#电视剧香蜜沉沉烬如霜# #旭凤复活# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278452808792788,08-29,0,998,9354,2180,#都来品香蜜# 润玉@罗云熙Leo 下令众将拿下旭凤@邓伦，此时锦觅@杨紫 冲进人群以身相护。“当初杀你的人是我，冤有头债有主，便冲我来吧！”“水神对天帝果真是用情至深，竟以性命相护，但不知道天帝对水神，是否也一般深情？”#电视剧香蜜沉沉烬如霜# #锦觅旭凤重逢# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278451810074897,08-29,0,352,4839,3078,#都来品香蜜# 旭凤@邓伦 回到天界祭拜父帝母神，与润玉@罗云熙Leo 对峙。“既然我能和锦觅联手杀你一次，也可以再杀你一次。”“记住你今日说的每一句话，我终会让你后悔！”#电视剧香蜜沉沉烬如霜# #锦觅旭凤重逢# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278446773680044,08-29,0,610,8111,1957,#都来品香蜜# 旭凤@邓伦 只身上天界，他发现当初锦觅@杨紫 赠予自己的一树凤凰花已经衰败死去，更看到了天后@周海媚 自尽时留下的灵火珠，心中悲凉。天界，处处都是回忆，可惜一切早已物是人非#电视剧香蜜沉沉烬如霜# #旭凤复活# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278444713906819,08-29,0,158,4741,691,#都来品香蜜#  旭凤@邓伦 在魔界复活，卞城王@姚清仁 希望旭凤能够取代固城王@演员宋允皓 ，统领魔界，但旭凤以天魔殊途为由，拒绝了成为魔尊的请求。只是，这个决定会否产生改变呢？#电视剧香蜜沉沉烬如霜# #旭凤复活# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278442951891233,08-29,0,233,5349,860,#都来品香蜜# 旭凤终复活醒来，然而现实却如噩梦一场.......@邓伦 #旭凤复活# #电视剧香蜜沉沉烬如霜# 
4278442457118361,08-29,0,300,5252,1108,#都来品香蜜# 旭凤@邓伦 醒来，锦觅@杨紫 为不被走近的穗禾@王一菲Faye 发现，匆忙逃离，穗禾见到旭凤复活，激动万分，并冒认是自己救活了旭凤......穗禾，劝你善良#电视剧香蜜沉沉烬如霜# #旭凤复活# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278441862207180,08-29,0,265,5506,817,#都来品香蜜# 你活了，我才能活！想给喜极而泣的锦觅一个拥抱@杨紫  #电视剧香蜜沉沉烬如霜# #旭凤复活# 
4278441379553020,08-29,0,197,4336,677,#都来品香蜜# 锦觅@杨紫 以玄穹之光作了最后一味药引，为旭凤@邓伦 炼制出了九转金丹，旭凤终得复活！#旭凤复活# #电视剧香蜜沉沉烬如霜# “原来，原来你只留了一缕形魄......&quot;@杨紫 @邓伦 电视剧香蜜沉沉烬如霜的秒拍视频 
4278413810823520,08-29,0,422,4343,1243,#电视剧香蜜沉沉烬如霜# 【香香剧透社】凤凰飞天，旭凤@邓伦 终复活！魔尊固城王看到忘川河上的飞天凤凰前来魔界查看，一心想保护旭凤的卞城王要怎么应对呢？今晚19:30@江苏卫视  @江苏卫视幸福剧场 看#锦觅旭凤重逢#！ 
4278403945301647,08-29,0,283,8251,1552,#电视剧香蜜沉沉烬如霜#  #锦觅旭凤重逢# 失去你，世间的五彩斑斓对于我来说，也早如黑白无异了。@杨紫 
4278400879308979,08-29,0,227,6924,1209,#电视剧香蜜沉沉烬如霜# 网络播放量突破85亿啦！香蜜女孩都很担心一首歌在剧中出现，因为歌一出现剧情就开虐 纷纷都给@毛不易 同学留言，但依然挡不住这首主题曲的大火 上线28周，#毛不易不染#重回新歌榜冠军位置   来来来，看一下「不染」上线来的好成绩吧！ 登陆 ...全文
4278398857160030,08-29,0,43,3455,686,#电视剧香蜜沉沉烬如霜# #BeautyCam定义古风新质感#作为香蜜女孩，在自拍上我绝不认输鸦！于是我们和@BeautyCam美颜相机 准备了一款定制质感大片！送给各位爱美的香蜜女孩啊！赶紧展现精致一面给我看吧！ 
4278353408350890,08-29,0,111,5564,1701,#电视剧香蜜沉沉烬如霜# 【六界神器】药引来了！ 
4278321023894388,08-29,0,248,6341,1746,#电视剧香蜜沉沉烬如霜# #我要晒香蜜壁纸# 香香补充了两张高清原图，欢迎大家随意食用哈
4278293009779621,08-29,0,3847,16414,2600,#电视剧香蜜沉沉烬如霜# #旭凤复活# 凤凰涅槃，魔尊临世。今晚，等你。@邓伦 
4278285200407949,08-29,0,113,5899,1061,#旭凤复活# #电视剧香蜜沉沉烬如霜# 事业粉+毒唯+女友粉你好
4278277915102223,08-29,0,304,6186,1904,#电视剧香蜜沉沉烬如霜# #旭凤复活#从别后，忆相逢。几回魂梦与君同。今宵剩把银釭照，犹恐相逢是梦中。今晚19:30@江苏卫视@江苏卫视幸福剧场，#锦觅旭凤重逢#！@杨紫@邓伦@陈钰琪Yukee@罗云熙Leo@王一菲Faye@邹廷威@完美世界影视@完美世界@幸福蓝海官方微博@厦门时代众乐影视@鲲池影业 ...全文
4278119365704057,08-28,0,293,9435,1927,#电视剧香蜜沉沉烬如霜# 【晚安情话】明天，与你重逢。晚安。@杨紫@邓伦 
4278113417889089,08-28,0,180,4255,1446,#电视剧香蜜沉沉烬如霜# [米奇比心][米奇比心][米奇比心]
4278111556071202,08-28,0,53,2359,1086,#电视剧香蜜沉沉烬如霜# 【香老板补档社】@腾讯电视剧 第49集：香蜜沉沉烬如霜_49第50集：香蜜沉沉烬如霜_50@爱奇艺电视剧  第49集：香蜜沉沉烬如霜第49集第50集：香蜜沉沉烬如霜第50集@优酷剧集 第49集：香蜜沉沉烬如霜 49第50集：香蜜沉沉烬如霜 50 
4278104266588235,08-28,0,435,9303,2295,#电视剧香蜜沉沉烬如霜# #香香探蜜记# 蛇出没，请注意！躲蛇三人组@杨紫@廖劲锋Daniel @夏志远远 可以说彻底方了.......所以，果子的死穴原来是蛇吗 电视剧香蜜沉沉烬如霜的秒拍视频 
4278103457607428,08-28,0,26,4485,743,#电视剧香蜜沉沉烬如霜# 怼功上线的小公举
4278098754655377,08-28,0,4695,30591,13540,#电视剧香蜜沉沉烬如霜# #旭凤复活# 沧海桑田，恍如隔世。今晚，好久不见。#锦觅旭凤重逢# @杨紫 @邓伦 
4278098659121729,08-28,0,863,7731,8288,#都来品香蜜# 润玉@罗云熙Leo 再次对锦觅@杨紫 表达爱意，锦觅却坦言自己心中只有旭凤@邓伦 ，润玉问锦觅若自己和旭凤一样，锦觅会不会拼死相救，锦觅坦言“会，那是我欠你的。”#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278093272794836,08-28,0,379,6835,3501,#都来品香蜜# 万念俱灰之下，天后荼姚@周海媚 感叹自己想要最绚丽的东西，不过是至高无上的权力。在这一刻，她终于意识到自己这一生的选择全是错误的......#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278092933763501,08-28,0,148,5124,640,#都来品香蜜#  锦觅@杨紫 返回天界，把汇聚着万千色彩的透明球交给天后@周海媚 ，天后黯然，原先只是自己随口一说之事，居然真的有人为此惦念一生。世间最绚丽多姿的事物，本就是爱人最纯净澄澈的真心啊~~#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278090903497885,08-28,0,472,8133,1478,#都来品香蜜#  廉晁曾答允天后@周海媚 要为她取得世间最缤纷绚丽之物，可他偏偏天生不辨颜色。廉晁提出愿用锦觅@杨紫 眼中的万千色彩与玄穹之光作交换，锦觅为了旭凤@邓伦 ，甘愿放弃这世间的姹紫嫣红、繁华万千！#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278088336232000,08-28,0,105,4054,395,#电视剧香蜜沉沉烬如霜# 这这这………悠着点对你的同类🐍🐍🐍
4278084683564108,08-28,0,232,6104,1908,#都来品香蜜# 廉晁回忆与天后@周海媚 当年的旧情，原来竟是一个如此深情之人。天帝@何中华 、天后与廉晁之间，居然还有这样一段错综复杂的关系啊~~哎，每个为情所困的人其实都是可怜人哇#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278082585754692,08-28,0,196,5891,905,#都来品香蜜# 前方危险预警！锦觅@杨紫 、扑哧君@廖劲锋Daniel 、月下仙人@夏志远远 三人一起上蛇山，为了对付可怕的蛇群，每个人都拼了锦觅受伤了还是坚持前进，爱情的力量让小锦觅一下子成长了太多了#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278077624001736,08-28,0,153,4778,622,#都来品香蜜# 锦觅@杨紫 在忘川摆渡老人处得知，凤凰有七魂八魄，多出一魄用于涅槃，只要可以找到这多出的一魄，并结合太上老君的九转金丹，便可以救活旭凤@邓伦 了！小葡萄，加油#电视剧香蜜沉沉烬如霜# 电视剧香蜜沉沉烬如霜的秒拍视频 
4278076848380257,08-28,0,87,5667,560,#电视剧香蜜沉沉烬如霜# #旭凤复活# 好der～ 查看图片
4278076731013666,08-28,0,256,4508,1178,#都来品香蜜# 润玉@罗云熙Leo 来到魔界与卞城王@姚清仁 会面，希望卞城王为他在忘川之中寻找旭凤@邓伦 的元灵，鎏英@陈钰琪Yukee 出言讽刺，发誓自己绝对不做一丝一毫对不起旭凤之事，并讥讽润玉是背信弃义、不忠不孝的无耻之徒。#电视剧香蜜沉沉烬如霜#  电视剧香蜜沉沉烬如霜的秒拍视频 
4278062775847198,08-28,0,61,4739,753,#电视剧香蜜沉沉烬如霜# #旭凤复活# 睡荷，今晚表哥复活大计 查看图片
4278051417934569,08-28,0,120,5468,1034,#电视剧香蜜沉沉烬如霜# 【香香剧透社】“若不能寻回所爱，我要这躯壳有何意义呢？”今晚19:30@江苏卫视 @江苏卫视幸福剧场 ，小葡萄@杨紫 蛇山救夫副本开启！ 
4278039719981486,08-28,0,948,9024,1786,#电视剧香蜜沉沉烬如霜# #旭凤复活# 您的旭凤@邓伦 复活清单已上线，请尽快搜集完毕触发复活事件。 
4278025157822021,08-28,0,365,7783,1826,#电视剧香蜜沉沉烬如霜# #今天被香蜜捅刀了吗#？捅了。 
